,original,paraphrase,similar
319,"In the 1540s and 1550s, Scotland was given a defended border of earthwork forts and additions to existing castles.",In the suppression of Covenanter rebellions the standing army was used.,False
239,He developed his early photographic work as a member of the Sierra Club.,He was a member of the Sierra Club when he began his photographic work.,True
1,"The first season of the military science fiction television series Stargate SG-1 commenced airing on the Showtime channel in the United States on July 27, 1997, concluded on the Sci Fi channel on March 6, 1998, and contained 22 episodes.","The first season of the military science fiction television series began airing on the Showtime channel in the United States on July 27, 1997 and ended on theSci Fi channel on March 6, 1998.",True
286,Heavy armour was abandoned after the Flodden campaign.,The Flodden campaign ended with the abandonment of heavy armour.,True
16,"The first season was about a military-science expedition team discovering how to use the ancient device, named the Stargate, to explore the galaxy.",The first season was about a military-science expedition team discovering how to use the ancient device to explore the universe.,True
345,Despite truces with England there were periodic outbreaks of a guerre de course.,There were occasional guerre de course with England.,True
423,"After the Covenanters allied with the English Parliament they established two patrol squadrons for the Atlantic and North Sea coasts, known collectively as the ""Scotch Guard"".","The ""Scotch Guard"" was established by the Covenanters after they allied with the English Parliament.",True
440,The standing army was mainly employed in the suppression of Covenanter rebellions and the guerrilla war undertaken by the Cameronians in the East.,The suppression of Covenanter rebellions was mainly done by the standing army.,True
355,The chief use of naval power in his reign were a series of expeditions to the Isles and France.,"Scottish seamen received protection against impressment, but a fixed quota of conscripts for the Royal Navy was levied from the sea-coast burghs.",False
39,"Written in seven to eight months while Utami was unemployed,  Saman sold over 100,000 copies and ignited a new literary movement known as sastra wangi (originally used pejoratively) that opened the doors to an influx of sexually-themed literary works by young Indonesian women.","Saman, written in seven to eight months while Utami was unemployed, sold over 100,000 copies and opened the doors to a new literary movement called sastra wangi.",True
273,"In 1513 these systems produced a large and formidable force, but in the mid-sixteenth century there were difficulties in recruitment.","In the mid-sixteenth century there were difficulties in recruiting, but in 1513 these systems produced a formidable force.",True
64,"Saman won the 1997 Jakarta Arts Council Novel Competition, which led to its publication.",Saman was published in 1997 after winning the Jakarta Arts Council Novel Competition.,True
297,The crown took an increasing role in the supply of equipment.,The crown's role in the supply of equipment increased.,True
174,"Her first two books, 100 Tricks to Appear Smart in Meetings and Draw What Success Looks Like were published in 2016.",The crown's role in the supply of equipment has increased.,False
167,Cooper left Google to focus full-time on writing and comedy.,The troops often had bows and swords.,False
335,"Scottish ships had some success against privateers, accompanied the king on his expeditions to the islands, and intervened in Scandinavia and the Baltic, but were sold after the Flodden campaign.","Scottish ships had some success against privateers, but were sold after the Flodden campaign.",True
